PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
H10_MOUSE	P10922	H1-0	Histone H1.0	100	1001.6170043945312	895.1431884765625	747.8306274414062	768.7954711914062	1117.57568359375	1023.6937866210938	1048.2430419921875	862.5125122070312	1259.7708740234375	916.197998046875	491.03118896484375	1568.690673828125	2077.315185546875	717.6279907226562	1391.5738525390625
TCP4_MOUSE	P11031	Sub1	Activated RNA polymerase II transcriptional coactivator p15	100	139.8722381591797	202.85523986816406	230.3853759765625	153.1169891357422	304.7078857421875	328.0355224609375	203.76718139648438	140.30569458007812	163.77024841308594	251.79806518554688	105.31841278076172	277.00836181640625	198.29014587402344	306.8657531738281	292.4508056640625
CO1A1_MOUSE	P11087	Col1a1	Collagen alpha-1(I) chain	100	123.17262268066406	69.5595703125	64.98777770996094	73.75546264648438	244.79483032226562	57.287132263183594	501.6898498535156	28.1845703125	98.58283233642578	75.1145248413086	80.89392852783203	58.38380432128906	82.1351089477539	56.81682205200195	855.1738891601562
FILA_MOUSE	P11088	Flg	Filaggrin (Fragment)	6.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.524810791015625	NaN
PARP1_MOUSE	P11103	Parp1	Poly [ADP-ribose] polymerase 1	100	104.11283111572266	133.37356567382812	96.976318359375	139.3134307861328	124.7460708618164	117.93599700927734	115.97823333740234	117.26213073730469	116.19668579101562	119.23551177978516	140.86224365234375	106.09942626953125	87.27919006347656	119.40515899658203	105.5772705078125
LIPL_MOUSE	P11152	Lpl	Lipoprotein lipase	100	34.028846740722656	37.79008102416992	19.558605194091797	36.92381286621094	25.506946563720703	24.951202392578125	54.422142028808594	25.668716430664062	32.092681884765625	44.39735794067383	39.48832702636719	41.591033935546875	139.1227264404297	40.4316520690918	21.132266998291016
PERM_MOUSE	P11247	Mpo	Myeloperoxidase	100	23.39875030517578	32.277244567871094	23.144506454467773	12.408563613891602	57.81279754638672	17.091197967529297	978.7510986328125	22.516380310058594	36.040916442871094	23.440046310424805	34.850425720214844	40.781822204589844	84.81090545654297	15.394672393798828	128.94003295898438
FINC_MOUSE	P11276	Fn1	Fibronectin	80	7.7705078125	16.498483657836914	8.613718032836914	15.898513793945312	NaN	NaN	16.286569595336914	12.596213340759277	NaN	13.574400901794434	27.214136123657227	3.99304461479187	30.01666831970215	7.458067893981934	36.979698181152344
GPX1_MOUSE	P11352	Gpx1	Glutathione peroxidase 1	100	54.978919982910156	68.05474090576172	54.49127197265625	42.48013687133789	40.391117095947266	38.37211608886719	58.77931213378906	45.270111083984375	54.262210845947266	32.243751525878906	35.82693862915039	58.9862174987793	50.829345703125	57.191158294677734	50.1944465637207
FABPH_MOUSE	P11404	Fabp3	Fatty acid-binding protein, heart	100	167.36941528320312	329.3467102050781	195.52175903320312	281.196533203125	230.73202514648438	278.5004577636719	419.1468811035156	167.6132049560547	467.63433837890625	256.4031677246094	279.2707824707031	272.2521667480469	279.3655090332031	283.5591735839844	401.7218322753906
LAMP1_MOUSE	P11438	Lamp1	Lysosome-associated membrane glycoprotein 1	100	44.83660888671875	92.4063720703125	43.74593734741211	85.76026916503906	111.32625579833984	91.78207397460938	74.75797271728516	74.7218246459961	55.023590087890625	59.595306396484375	136.9395294189453	98.18360900878906	108.98391723632812	99.17526245117188	116.78977966308594
HS90B_MOUSE	P11499	Hsp90ab1	Heat shock protein HSP 90-beta	100	1907.7803955078125	2121.219970703125	1825.0828857421875	2286.595458984375	2347.240234375	2777.345703125	2122.40185546875	2650.823974609375	2666.123046875	1993.7762451171875	2311.444091796875	1808.7298583984375	5476.34912109375	2305.61767578125	2340.07275390625
DMD_MOUSE	P11531	Dmd	Dystrophin	93.3	52.393104553222656	64.9944076538086	58.79724884033203	67.49718475341797	NaN	91.20353698730469	70.5045394897461	49.952659606933594	134.08058166503906	43.55811309814453	71.83963012695312	86.369140625	106.01028442382812	73.8023681640625	163.37232971191406
MUP2_MOUSE	P11589	Mup2	Major urinary protein 2	53.3	NaN	NaN	5.026115894317627	56.440330505371094	NaN	3114.793212890625	5.644045352935791	NaN	9.733384132385254	6.246379375457764	7.176534175872803	NaN	NaN	NaN	20.338909149169922
L1CAM_MOUSE	P11627	L1cam	Neural cell adhesion molecule L1	100	59.48557662963867	66.462158203125	51.82320785522461	59.13545227050781	51.78178024291992	47.186668395996094	37.7852783203125	52.02701187133789	77.768310546875	46.6304817199707	43.245609283447266	49.31050109863281	34.94486999511719	37.13007736206055	69.13690185546875
K2C8_MOUSE	P11679	Krt8	Keratin, type II cytoskeletal 8	66.7	31.99390411376953	74.2520980834961	NaN	37.59134292602539	90.3546371459961	NaN	42.983497619628906	NaN	36.44486618041992	NaN	122.08360290527344	45.070701599121094	91.22489166259766	33.0545539855957	NaN
KCC2A_MOUSE	P11798	Camk2a	Calcium/calmodulin-dependent protein kinase type II subunit alpha	100	6244.16748046875	9365.3486328125	4961.40625	12219.0791015625	10154.912109375	6687.02490234375	9243.6328125	5532.27685546875	4470.84912109375	6461.50341796875	8485.3056640625	4994.80224609375	5035.3076171875	7098.6787109375	1574.2017822265625
ITB2_MOUSE	P11835	Itgb2	Integrin beta-2	86.7	49.136131286621094	37.52091979980469	27.085811614990234	44.8165168762207	NaN	29.889434814453125	107.58881378173828	37.255741119384766	46.41770553588867	30.3160343170166	44.75143051147461	45.56746292114258	36.36466979980469	35.39906311035156	NaN
ITPR1_MOUSE	P11881	Itpr1	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1	100	180.69467163085938	184.7240753173828	113.06832122802734	159.2020263671875	227.10569763183594	88.75861358642578	199.30078125	77.72222137451172	103.31682586669922	128.8058319091797	137.79351806640625	149.35336303710938	138.64842224121094	153.57733154296875	68.54574584960938
NUD19_MOUSE	P11930	Nudt19	Acyl-coenzyme A diphosphatase NUDT19	46.7	33.14582061767578	32.3886833190918	NaN	15.087148666381836	NaN	NaN	NaN	NaN	NaN	NaN	25.73782730102539	53.8971061706543	58.91853713989258	21.65766716003418	NaN
TCPA_MOUSE	P11983	Tcp1	T-complex protein 1 subunit alpha	100	93.44522857666016	127.1513442993164	141.0701446533203	147.02169799804688	78.01902770996094	125.4464111328125	130.73638916015625	126.39920043945312	109.16997528076172	95.39786529541016	124.648681640625	120.25605010986328	229.96707153320312	141.6409454345703	141.8082733154297
A4_MOUSE	P12023	App	Amyloid-beta precursor protein	100	160.4681396484375	151.57603454589844	114.98949432373047	146.04042053222656	121.30500793457031	199.24351501464844	142.84132385253906	170.3623809814453	157.60443115234375	154.96328735351562	127.43614959716797	179.42562866210938	123.26383209228516	145.85202026367188	142.78724670410156
UCP1_MOUSE	P12242	Ucp1	Mitochondrial brown fat uncoupling protein 1	20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.736565113067627	NaN	92.57502746582031	NaN	174.17665100097656
KAP2_MOUSE	P12367	Prkar2a	cAMP-dependent protein kinase type II-alpha regulatory subunit	100	81.66096496582031	102.1403579711914	71.76782989501953	107.36669921875	56.31566619873047	69.34486389160156	78.80297088623047	90.05815124511719	96.7061996459961	66.72979736328125	76.99393463134766	80.61492919921875	94.68528747558594	72.78130340576172	102.2936782836914
PFKAL_MOUSE	P12382	Pfkl	ATP-dependent 6-phosphofructokinase, liver type	100	138.62570190429688	201.809326171875	179.1160430908203	183.11764526367188	134.14053344726562	119.2182846069336	181.67144775390625	142.4551544189453	120.60875701904297	124.53471374511719	167.0751495361328	128.72396850585938	271.66131591796875	174.32220458984375	253.7610626220703
PAI2_MOUSE	P12388	Serpinb2	Plasminogen activator inhibitor 2, macrophage	100	25.72646141052246	49.86158752441406	41.05528259277344	34.878013610839844	130.39097595214844	14.34975528717041	29.839950561523438	40.84919357299805	32.209754943847656	28.653057098388672	63.753543853759766	52.948734283447266	142.6287841796875	12.903468132019043	32.7357063293457
CALB1_MOUSE	P12658	Calb1	Calbindin	100	49.67420959472656	48.00799560546875	39.54122543334961	36.05404281616211	35.88871383666992	63.37822723388672	53.38112258911133	27.45487403869629	70.77122497558594	40.22514343261719	45.55143356323242	54.140323638916016	126.80702209472656	35.273338317871094	61.13407516479492
FABPL_MOUSE	P12710	Fabp1	Fatty acid-binding protein, liver	100	22.818466186523438	32.28915786743164	25.023679733276367	59.27777862548828	25.75043296813965	13.52492618560791	157.9500274658203	98.0317153930664	303.7800598144531	21.880435943603516	253.26011657714844	16.08014488220215	59.37364959716797	93.77808380126953	180.77528381347656
COX5A_MOUSE	P12787	Cox5a	Cytochrome c oxidase subunit 5A, mitochondrial	100	991.544189453125	1812.670654296875	2381.312744140625	1404.6778564453125	833.152587890625	2088.614013671875	2055.16357421875	1408.79736328125	1544.3905029296875	1952.4248046875	1480.1580810546875	1958.313232421875	1349.0145263671875	2530.96142578125	2616.97021484375
PDCD6_MOUSE	P12815	Pdcd6	Programmed cell death protein 6	100	36.69790267944336	41.03868103027344	49.96455001831055	22.13180923461914	65.919189453125	38.39732360839844	60.02949523925781	54.73058319091797	26.385292053222656	54.793663024902344	51.66158676147461	66.87522888183594	269.1852111816406	53.9259033203125	111.84709930419922
KAP1_MOUSE	P12849	Prkar1b	cAMP-dependent protein kinase type I-beta regulatory subunit	100	201.8306427001953	217.55299377441406	210.0810546875	189.98074340820312	206.45347595214844	241.87728881835938	193.8389434814453	153.4258270263672	173.9701690673828	210.84864807128906	133.12966918945312	254.71209716796875	166.4016876220703	237.61398315429688	227.89125061035156
CNTN1_MOUSE	P12960	Cntn1	Contactin-1	100	1667.0721435546875	1561.8323974609375	1318.80126953125	1593.38037109375	994.0614624023438	1680.766357421875	1263.8345947265625	1783.0401611328125	2094.01025390625	1333.7373046875	1262.3580322265625	1464.405029296875	950.640380859375	1014.426025390625	1547.464111328125
7B2_MOUSE	P12961	Scg5	Neuroendocrine protein 7B2	93.3	39.7902717590332	44.55620574951172	37.23414993286133	42.1811408996582	NaN	33.132850646972656	54.470680236816406	48.48270797729492	73.50786590576172	38.86997604370117	67.8451919555664	47.690921783447266	43.334346771240234	43.054935455322266	96.53118896484375
RL7A_MOUSE	P12970	Rpl7a	Large ribosomal subunit protein eL8	100	878.3273315429688	763.4264526367188	727.044189453125	810.3790283203125	1421.606201171875	1415.8135986328125	794.6031494140625	1093.4219970703125	859.4810180664062	1050.5443115234375	814.30712890625	941.4464721679688	1546.28857421875	861.966796875	920.6428833007812
GELS_MOUSE	P13020	Gsn	Gelsolin	100	39.72012710571289	55.91505432128906	62.23548126220703	36.661094665527344	112.1927719116211	55.81911087036133	121.1197280883789	37.32474136352539	66.07329559326172	75.212646484375	65.8683090209961	71.26757049560547	529.1837158203125	26.931875228881836	184.4477996826172
TNNI2_MOUSE	P13412	Tnni2	Troponin I, fast skeletal muscle	93.3	11.159433364868164	116.02339935302734	12.56657600402832	90.01307678222656	46.751285552978516	11.310196876525879	133.0934295654297	NaN	10.251143455505371	15.274974822998047	132.7565155029297	53.36589050292969	113.94216918945312	120.55268859863281	5900.904296875
UMPS_MOUSE	P13439	Umps	Uridine 5'-monophosphate synthase	93.3	17.267536163330078	12.53177547454834	5.1970672607421875	12.516072273254395	33.2464599609375	10.636049270629883	12.19598388671875	14.448081016540527	19.191438674926758	14.882918357849121	7.38844633102417	10.75108528137207	33.55495834350586	11.789846420288086	NaN
MYH3_MOUSE	P13541	Myh3	Myosin-3	53.3	21.692930221557617	NaN	11.014532089233398	19.98736000061035	NaN	31.632919311523438	43.45658493041992	31.57701301574707	35.58372116088867	NaN	NaN	NaN	NaN	NaN	780.1912231445312
MYH8_MOUSE	P13542	Myh8	Myosin-8	93.3	10.14093017578125	23.846683502197266	9.801919937133789	14.253262519836426	34.72183609008789	17.0585880279541	26.651325225830078	2.645496129989624	NaN	17.775861740112305	28.507471084594727	10.093520164489746	25.523813247680664	8.285780906677246	3981.0966796875
NCAM1_MOUSE	P13595	Ncam1	Neural cell adhesion molecule 1	100	1022.5787963867188	1008.8628540039062	734.6060791015625	801.990234375	478.7440185546875	727.4548950195312	687.75634765625	626.28466796875	875.91650390625	666.974609375	504.9346923828125	837.0557861328125	474.67376708984375	619.1249389648438	713.8154296875
GPDA_MOUSE	P13707	Gpd1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	100	134.2665557861328	152.38290405273438	142.2899932861328	139.4007110595703	130.22140502929688	142.98793029785156	145.95590209960938	114.90605163574219	149.41917419433594	128.59527587890625	152.15611267089844	114.15702056884766	214.00265502929688	139.8915557861328	363.19873046875
DNMT1_MOUSE	P13864	Dnmt1	DNA (cytosine-5)-methyltransferase 1	86.7	14.881253242492676	9.065019607543945	9.720429420471191	16.72443962097168	NaN	11.433581352233887	13.783355712890625	15.30561637878418	22.299482345581055	13.572667121887207	14.708797454833984	9.314948081970215	18.714801788330078	12.60119342803955	NaN
AT1B1_MOUSE	P14094	Atp1b1	Sodium/potassium-transporting ATPase subunit beta-1	100	3856.104736328125	3161.7314453125	3305.26416015625	3936.2294921875	2861.513916015625	3593.8388671875	2358.665283203125	3229.51220703125	3794.099609375	3302.4853515625	2999.56103515625	3059.58642578125	1746.9093017578125	2255.2626953125	1570.2906494140625
C1QB_MOUSE	P14106	C1qb	Complement C1q subcomponent subunit B	80	27.160770416259766	34.10490798950195	20.151344299316406	30.268613815307617	NaN	44.50836944580078	35.28071594238281	30.520244598388672	15.087191581726074	NaN	34.19534683227539	NaN	80.20697021484375	28.416006088256836	34.22754669189453
RL27A_MOUSE	P14115	Rpl27a	Large ribosomal subunit protein uL15	100	1669.264892578125	1210.6024169921875	1233.662353515625	1414.8310546875	1831.4100341796875	1701.377685546875	1319.3157958984375	1360.8712158203125	1176.70849609375	1563.0501708984375	1534.830322265625	1426.525146484375	962.6588134765625	1263.511474609375	890.1333618164062
RS16_MOUSE	P14131	Rps16	Small ribosomal subunit protein uS9	100	1070.0074462890625	1328.210205078125	877.1591796875	1682.452392578125	1649.240966796875	1245.352294921875	1351.593505859375	1214.10693359375	1392.17431640625	1318.3154296875	1380.908203125	940.3164672851562	2395.381591796875	1220.502685546875	1006.33056640625
RL7_MOUSE	P14148	Rpl7	Large ribosomal subunit protein uL30	100	1304.09716796875	1019.9012451171875	1006.81689453125	1295.30419921875	1760.8511962890625	2042.481689453125	1068.168701171875	1639.1978759765625	1526.8388671875	1593.4293212890625	1122.599853515625	1384.361572265625	1073.5289306640625	1139.045654296875	1152.3720703125
MDHC_MOUSE	P14152	Mdh1	Malate dehydrogenase, cytoplasmic	100	774.659423828125	819.7295532226562	995.0206909179688	619.1431884765625	763.02880859375	1035.4669189453125	753.6234130859375	630.3744506835938	911.537109375	816.8328857421875	649.8385009765625	769.9310913085938	954.5908813476562	692.94482421875	880.8427124023438
RSSA_MOUSE	P14206	Rpsa	Small ribosomal subunit protein uS2	100	1966.2120361328125	2291.00146484375	1632.1444091796875	2358.842529296875	2635.065673828125	2675.24609375	2972.669921875	2794.537353515625	3031.636474609375	2283.992919921875	3039.2060546875	3449.864013671875	4103.05078125	3862.384765625	2718.527099609375
CALR_MOUSE	P14211	Calr	Calreticulin	100	1579.768310546875	951.53515625	3011.85595703125	1525.1502685546875	1413.2122802734375	2102.03955078125	1992.126953125	2940.750244140625	3179.134033203125	2707.38037109375	2337.40478515625	2870.302978515625	1801.7784423828125	2589.1142578125	3039.896728515625
AT1B2_MOUSE	P14231	Atp1b2	Sodium/potassium-transporting ATPase subunit beta-2	100	298.276123046875	329.2677917480469	234.48138427734375	457.3744812011719	129.7610626220703	298.9054870605469	272.28228759765625	267.7768859863281	410.8006896972656	282.1981506347656	344.2839660644531	215.81150817871094	184.72096252441406	226.6407012939453	216.93260192871094
SRP54_MOUSE	P14576	Srp54	Signal recognition particle subunit SRP54	100	71.99131774902344	66.5290298461914	60.60836410522461	63.982852935791016	128.08714294433594	81.01105499267578	79.39149475097656	81.52201843261719	93.14746856689453	88.33951568603516	71.70943450927734	100.45986938476562	88.9881362915039	86.05126953125	68.6965560913086
HSPB1_MOUSE	P14602	Hspb1	Heat shock protein beta-1	100	46.519371032714844	135.51446533203125	38.501365661621094	50.281150817871094	164.1057586669922	57.22007369995117	59.09610366821289	52.5419921875	77.36280822753906	75.6963882446289	68.6291275024414	147.43185424804688	1461.5078125	49.916717529296875	322.65997314453125
PSMD3_MOUSE	P14685	Psmd3	26S proteasome non-ATPase regulatory subunit 3	100	42.03403854370117	44.767494201660156	43.622406005859375	38.58723831176758	21.090200424194336	39.9065055847168	45.80692672729492	43.39034652709961	30.57123374938965	33.44520568847656	45.35898971557617	42.618629455566406	168.34536743164062	41.28898239135742	68.2887954711914
LMNB1_MOUSE	P14733	Lmnb1	Lamin-B1	100	496.71307373046875	515.1019287109375	411.1874694824219	431.42401123046875	678.0384521484375	499.2015380859375	579.2000122070312	312.2584533691406	477.7829284667969	498.3103332519531	466.7452392578125	555.53466796875	739.0277099609375	538.1876220703125	696.5575561523438
ANXA6_MOUSE	P14824	Anxa6	Annexin A6	100	192.9705352783203	167.60281372070312	259.2123718261719	192.82655334472656	121.216064453125	212.96875	208.57847595214844	277.1714782714844	239.32044982910156	172.80813598632812	167.43519592285156	156.6909942626953	178.82333374023438	189.34983825683594	745.7265625
RLA0_MOUSE	P14869	Rplp0	Large ribosomal subunit protein uL10	100	1095.4420166015625	1092.171142578125	808.968505859375	1254.095947265625	1745.1864013671875	1395.1212158203125	1198.5322265625	1690.4029541015625	1552.909912109375	1361.675537109375	1304.612060546875	1232.1446533203125	1294.01611328125	1354.7596435546875	1090.74658203125
MAP1B_MOUSE	P14873	Map1b	Microtubule-associated protein 1B	100	751.71826171875	889.5671997070312	919.9291381835938	1053.1513671875	853.3455200195312	977.2899169921875	670.3172607421875	1046.519287109375	1142.8221435546875	904.966552734375	1018.8151245117188	683.4786987304688	608.8043212890625	705.1593017578125	876.4937744140625
HMOX1_MOUSE	P14901	Hmox1	Heme oxygenase 1	26.7	11.869547843933105	NaN	13.923765182495117	NaN	NaN	NaN	7.869990348815918	NaN	NaN	NaN	NaN	NaN	334.23687744140625	NaN	NaN
JUND_MOUSE	P15066	Jund	Transcription factor JunD	93.3	29.58861541748047	12.907236099243164	20.298473358154297	14.62759017944336	24.320415496826172	27.75808334350586	13.717326164245605	12.872179985046387	43.22349548339844	17.539308547973633	19.281892776489258	39.180233001708984	14.740445137023926	16.58357048034668	NaN
GLNA_MOUSE	P15105	Glul	Glutamine synthetase	100	2892.3994140625	3729.958251953125	2778.318115234375	3947.681884765625	2215.322265625	3527.808837890625	3162.810546875	4287.08935546875	5901.2685546875	3329.755126953125	3194.09521484375	4927.0419921875	3500.5400390625	3120.204345703125	3896.930908203125
CADH2_MOUSE	P15116	Cdh2	Cadherin-2	100	92.61772918701172	65.93769073486328	55.715755462646484	58.51881408691406	49.73093032836914	59.40411376953125	52.42575454711914	55.114280700683594	62.87029266357422	59.05753707885742	47.470497131347656	65.71216583251953	40.37818145751953	41.438255310058594	59.56978988647461
